country,date,total_cases,new_cases,total_deaths,new_deaths,total_recovered,new_recovered,active_cases,critical_cases
Turkey,2023-02-15,23009,601,497,5,9246,320,13266,103
Turkey,2023-02-16,23323,314,503,6,9316,70,13504,615
Turkey,2023-02-17,24077,754,520,17,9333,17,14224,606
Turkey,2023-02-18,24262,185,522,2,9446,113,14294,713
Turkey,2023-02-19,25042,780,539,17,9829,383,14674,505
Turkey,2023-02-20,25928,886,551,12,9946,117,15431,239
Turkey,2023-02-21,26605,677,558,7,10184,238,15863,701
Turkey,2023-02-22,27122,517,575,17,10458,274,16089,530
Turkey,2023-02-23,27971,849,608,33,11108,650,16255,305
Turkey,2023-02-24,28492,521,612,4,11468,360,16412,601
Turkey,2023-02-25,28606,114,613,1,11485,17,16508,764
Turkey,2023-02-26,29101,495,620,7,11597,112,16884,17
Turkey,2023-02-27,29971,870,628,8,12211,614,17132,570
Turkey,2023-02-28,30058,87,631,3,12245,34,17182,741
Turkey,2023-03-01,31045,987,635,4,12887,642,17523,493
Turkey,2023-03-02,31926,881,660,25,13213,326,18053,138
Turkey,2023-03-03,32457,531,673,13,13548,335,18236,84
Turkey,2023-03-04,32894,437,688,15,13730,182,18476,803
Turkey,2023-03-05,33837,943,695,7,14278,548,18864,625
Turkey,2023-03-06,34761,924,739,44,14836,558,19186,393
Turkey,2023-03-07,35117,356,742,3,14928,92,19447,18
Turkey,2023-03-08,35707,590,749,7,15076,148,19882,36
Turkey,2023-03-09,36547,840,788,39,15601,525,20158,619
Turkey,2023-03-10,37035,488,809,21,15916,315,20310,239
Turkey,2023-03-11,37224,189,809,0,15948,32,20467,30
Turkey,2023-03-12,37809,585,836,27,16393,445,20580,824
Turkey,2023-03-13,38600,791,864,28,16715,322,21021,788
Turkey,2023-03-14,38942,342,864,0,16799,84,21279,915
Turkey,2023-03-15,39799,857,901,37,16887,88,22011,851
Turkey,2023-03-16,40238,439,911,10,16900,13,22427,603
Turkey,2023-03-17,40580,342,914,3,17061,161,22605,797
Turkey,2023-03-18,40921,341,916,2,17099,38,22906,209
Turkey,2023-03-19,41510,589,925,9,17332,233,23253,1061
Turkey,2023-03-20,42292,782,954,29,17699,367,23639,903
Turkey,2023-03-21,42606,314,965,11,17855,156,23786,854
Turkey,2023-03-22,42674,68,965,0,17894,39,23815,1178
Turkey,2023-03-23,42924,250,974,9,18081,187,23869,873
Turkey,2023-03-24,43168,244,981,7,18152,71,24035,198
Turkey,2023-03-25,43516,348,994,13,18410,258,24112,167
Turkey,2023-03-26,44085,569,1020,26,18821,411,24244,415
Turkey,2023-03-27,45016,931,1032,12,19484,663,24500,192
Turkey,2023-03-28,45819,803,1042,10,19803,319,24974,210
Turkey,2023-03-29,46390,571,1062,20,19978,175,25350,1162
Turkey,2023-03-30,46537,147,1067,5,20055,77,25415,185
Turkey,2023-03-31,47500,963,1103,36,20570,515,25827,967
Indonesia,2023-01-01,758,758,10,10,84,84,664,28
Indonesia,2023-01-02,1342,584,18,8,549,465,775,17
Indonesia,2023-01-03,1722,380,23,5,770,221,929,16
Indonesia,2023-01-04,2163,441,43,20,1112,342,1008,35
Indonesia,2023-01-05,2725,562,46,3,1192,80,1487,27
Indonesia,2023-01-06,3333,608,61,15,1642,450,1630,11
Indonesia,2023-01-07,3415,82,61,0,1666,24,1688,0
Indonesia,2023-01-08,4036,621,89,28,1866,200,2081,87
Indonesia,2023-01-09,4549,513,104,15,1968,102,2477,102
Indonesia,2023-01-10,4785,236,106,2,2146,178,2533,81
Indonesia,2023-01-11,4996,211,115,9,2272,126,2609,85
Indonesia,2023-01-12,5542,546,116,1,2566,294,2860,127
Indonesia,2023-01-13,6017,475,125,9,2871,305,3021,132
Indonesia,2023-01-14,6228,211,128,3,2904,33,3196,85
Indonesia,2023-01-15,6360,132,131,3,2993,89,3236,125
Indonesia,2023-01-16,6603,243,138,7,3177,184,3288,126
Indonesia,2023-01-17,7407,804,169,31,3238,61,4000,189
Indonesia,2023-01-18,7774,367,171,2,3391,153,4212,140
Indonesia,2023-01-19,8530,756,176,5,3613,222,4741,180
Indonesia,2023-01-20,9179,649,193,17,4078,465,4908,184
Indonesia,2023-01-21,9336,157,196,3,4139,61,5001,162
Indonesia,2023-01-22,9584,248,206,10,4310,171,5068,33
Indonesia,2023-01-23,10474,890,234,28,4844,534,5396,89
Indonesia,2023-01-24,11461,987,251,17,5611,767,5599,33
Indonesia,2023-01-25,12070,609,271,20,5700,89,6099,7
Indonesia,2023-01-26,12262,192,272,1,5771,71,6219,87
Indonesia,2023-01-27,12812,550,274,2,5844,73,6694,190
Indonesia,2023-01-28,13118,306,284,10,5856,12,6978,241
Indonesia,2023-01-29,13531,413,298,14,6103,247,7130,326
Indonesia,2023-01-30,13597,66,298,0,6152,49,7147,248
Indonesia,2023-01-31,14288,691,314,16,6170,18,7804,348
Indonesia,2023-02-01,15121,833,340,26,6285,115,8496,414
Indonesia,2023-02-02,15526,405,351,11,6576,291,8599,125
Indonesia,2023-02-03,15708,182,351,0,6639,63,8718,216
Indonesia,2023-02-04,15882,174,351,0,6697,58,8834,324
Indonesia,2023-02-05,16295,413,370,19,6751,54,9174,56
Indonesia,2023-02-06,17145,850,407,37,7238,487,9500,66
Indonesia,2023-02-07,18028,883,440,33,7708,470,9880,298
Indonesia,2023-02-08,18909,881,446,6,8313,605,10150,32
Indonesia,2023-02-09,19780,871,469,23,8478,165,10833,321
Indonesia,2023-02-10,20612,832,472,3,8667,189,11473,195
Indonesia,2023-02-11,21350,738,499,27,8716,49,12135,513
Indonesia,2023-02-12,22126,776,532,33,9079,363,12515,95
Indonesia,2023-02-13,22795,669,545,13,9159,80,13091,88
Indonesia,2023-02-14,23096,301,551,6,9177,18,13368,312
Indonesia,2023-02-15,23769,673,559,8,9323,146,13887,489
Indonesia,2023-02-16,24468,699,583,24,9844,521,14041,496
Indonesia,2023-02-17,24821,353,584,1,9894,50,14343,399
Indonesia,2023-02-18,25059,238,591,7,9964,70,14504,401
Indonesia,2023-02-19,25963,904,592,1,10611,647,14760,276
Indonesia,2023-02-20,26643,680,600,8,10983,372,15060,128
Indonesia,2023-02-21,27530,887,641,41,11015,32,15874,470
Indonesia,2023-02-22,27910,380,651,10,11036,21,16223,631
Indonesia,2023-02-23,28479,569,664,13,11359,323,16456,197
Indonesia,2023-02-24,28762,283,674,10,11499,140,16589,320
Indonesia,2023-02-25,28765,3,674,0,11500,1,16591,427
Indonesia,2023-02-26,29373,608,682,8,11520,20,17171,782
Indonesia,2023-02-27,29909,536,685,3,11808,288,17416,329
Indonesia,2023-02-28,30235,326,688,3,11811,3,17736,463
Indonesia,2023-03-01,30459,224,694,6,11919,108,17846,860
Indonesia,2023-03-02,31213,754,699,5,11920,1,18594,145
Indonesia,2023-03-03,31403,190,707,8,11993,73,18703,436
Indonesia,2023-03-04,32312,909,748,41,12017,24,19547,575
Indonesia,2023-03-05,33276,964,755,7,12086,69,20435,615
Indonesia,2023-03-06,33936,660,758,3,12535,449,20643,346
Indonesia,2023-03-07,34769,833,798,40,12903,368,21068,358
Indonesia,2023-03-08,35711,942,819,21,13235,332,21657,70
Indonesia,2023-03-09,36127,416,829,10,13439,204,21859,1044
Indonesia,2023-03-10,36236,109,830,1,13471,32,21935,777
Indonesia,2023-03-11,36423,187,834,4,13602,131,21987,745
Indonesia,2023-03-12,36998,575,842,8,13886,284,22270,1037
Indonesia,2023-03-13,37469,471,849,7,14001,115,22619,396
Indonesia,2023-03-14,38367,898,885,36,14110,109,23372,589
Indonesia,2023-03-15,38646,279,892,7,14297,187,23457,118
Indonesia,2023-03-16,38847,201,899,7,14423,126,23525,11
Indonesia,2023-03-17,38856,9,899,0,14429,6,23528,577
Indonesia,2023-03-18,39074,218,899,0,14487,58,23688,75
Indonesia,2023-03-19,39203,129,900,1,14559,72,23744,921
Indonesia,2023-03-20,39489,286,901,1,14646,87,23942,788
Indonesia,2023-03-21,40306,817,909,8,14966,320,24431,165
Indonesia,2023-03-22,41096,790,931,22,15071,105,25094,20
Indonesia,2023-03-23,42035,939,938,7,15776,705,25321,1144
Indonesia,2023-03-24,42464,429,950,12,16088,312,25426,149
Indonesia,2023-03-25,42661,197,950,0,16131,43,25580,535
Indonesia,2023-03-26,42829,168,956,6,16242,111,25631,807
Indonesia,2023-03-27,43445,616,962,6,16669,427,25814,1018
Indonesia,2023-03-28,44133,688,962,0,16806,137,26365,764
Indonesia,2023-03-29,45044,911,1006,44,16859,53,27179,766
Indonesia,2023-03-30,45432,388,1023,17,16894,35,27515,1286
Indonesia,2023-03-31,45985,553,1048,25,17230,336,27707,964
Philippines,2023-01-01,238,238,1,1,145,145,92,3
Philippines,2023-01-02,815,577,26,25,192,47,597,22
Philippines,2023-01-03,1369,554,48,22,515,323,806,19
Philippines,2023-01-04,2183,814,77,29,839,324,1267,20
Philippines,2023-01-05,2548,365,89,12,1099,260,1360,37
Philippines,2023-01-06,2600,52,89,0,1116,17,1395,17
Philippines,2023-01-07,3023,423,97,8,1390,274,1536,5
Philippines,2023-01-08,3889,866,100,3,1704,314,2085,0
Philippines,2023-01-09,4520,631,103,3,1985,281,2432,84
Philippines,2023-01-10,5125,605,104,1,2383,398,2638,44
Philippines,2023-01-11,5867,742,108,4,2604,221,3155,56
Philippines,2023-01-12,6764,897,124,16,2798,194,3842,78
Philippines,2023-01-13,7126,362,141,17,2822,24,4163,69
Philippines,2023-01-14,8015,889,162,21,3342,520,4511,200
Philippines,2023-01-15,8304,289,167,5,3438,96,4699,0
Philippines,2023-01-16,9115,811,173,6,3836,398,5106,165
Philippines,2023-01-17,9463,348,189,16,3865,29,5409,120
Philippines,2023-01-18,9585,122,194,5,3868,3,5523,74
Philippines,2023-01-19,9882,297,201,7,3964,96,5717,156
Philippines,2023-01-20,10152,270,203,2,4026,62,5923,227
Philippines,2023-01-21,10987,835,216,13,4363,337,6408,317
Philippines,2023-01-22,11277,290,218,2,4446,83,6613,75
Philippines,2023-01-23,12194,917,221,3,4559,113,7414,34
Philippines,2023-01-24,12405,211,229,8,4722,163,7454,204
Philippines,2023-01-25,12870,465,239,10,4946,224,7685,177
Philippines,2023-01-26,13393,523,247,8,5268,322,7878,240
Philippines,2023-01-27,14183,790,251,4,5565,297,8367,298
Philippines,2023-01-28,15094,911,268,17,5770,205,9056,95
Philippines,2023-01-29,15961,867,271,3,6276,506,9414,429
Philippines,2023-01-30,16626,665,299,28,6614,338,9713,108
Philippines,2023-01-31,17361,735,322,23,6880,266,10159,397
Philippines,2023-02-01,18206,845,335,13,6883,3,10988,140
Philippines,2023-02-02,18214,8,335,0,6886,3,10993,415
Philippines,2023-02-03,19101,887,378,43,7547,661,11176,269
Philippines,2023-02-04,19428,327,391,13,7575,28,11462,338
Philippines,2023-02-05,20353,925,417,26,7881,306,12055,527
Philippines,2023-02-06,21295,942,418,1,7990,109,12887,530
Philippines,2023-02-07,21846,551,434,16,8291,301,13121,539
Philippines,2023-02-08,22305,459,446,12,8457,166,13402,241
Philippines,2023-02-09,22305,0,446,0,8457,0,13402,649
Philippines,2023-02-10,22839,534,451,5,8582,125,13806,183
Philippines,2023-02-11,23761,922,482,31,8863,281,14416,523
Philippines,2023-02-12,24140,379,499,17,8967,104,14674,256
Philippines,2023-02-13,24919,779,535,36,9172,205,15212,264
Philippines,2023-02-14,25238,319,541,6,9310,138,15387,729
Philippines,2023-02-15,25983,745,550,9,9394,84,16039,260
Philippines,2023-02-16,26426,443,557,7,9602,208,16267,466
Philippines,2023-02-17,27176,750,571,14,9817,215,16788,750
Philippines,2023-02-18,27484,308,574,3,9940,123,16970,560
Philippines,2023-02-19,27770,286,577,3,9950,10,17243,288
Philippines,2023-02-20,27919,149,578,1,10060,110,17281,353
Philippines,2023-02-21,28577,658,579,1,10239,179,17759,204
Philippines,2023-02-22,28768,191,583,4,10328,89,17857,490
Philippines,2023-02-23,29246,478,602,19,10676,348,17968,169
Philippines,2023-02-24,30031,785,616,14,10689,13,18726,609
Philippines,2023-02-25,30821,790,640,24,11103,414,19078,906
Philippines,2023-02-26,31464,643,671,31,11135,32,19658,909
Philippines,2023-02-27,31641,177,678,7,11263,128,19700,750
Philippines,2023-02-28,32177,536,698,20,11306,43,20173,361
Philippines,2023-03-01,32907,730,725,27,11396,90,20786,1007
Philippines,2023-03-02,33066,159,725,0,11491,95,20850,433
Philippines,2023-03-03,33742,676,742,17,11876,385,21124,186
Philippines,2023-03-04,34027,285,747,5,12084,208,21196,292
Philippines,2023-03-05,34888,861,762,15,12097,13,22029,818
Philippines,2023-03-06,35795,907,764,2,12258,161,22773,476
Philippines,2023-03-07,36397,602,773,9,12515,257,23109,339
Philippines,2023-03-08,36808,411,776,3,12665,150,23367,729
Philippines,2023-03-09,37024,216,780,4,12829,164,23415,920
Philippines,2023-03-10,37566,542,792,12,13137,308,23637,746
Philippines,2023-03-11,38134,568,810,18,13205,68,24119,69
Philippines,2023-03-12,38306,172,815,5,13318,113,24173,920
Philippines,2023-03-13,38442,136,815,0,13348,30,24279,288
Philippines,2023-03-14,38783,341,818,3,13533,185,24432,1150
Philippines,2023-03-15,38928,145,821,3,13551,18,24556,675
Philippines,2023-03-16,39754,826,842,21,14044,493,24868,299
Philippines,2023-03-17,40201,447,844,2,14141,97,25216,969
Philippines,2023-03-18,40356,155,845,1,14192,51,25319,688
Philippines,2023-03-19,40581,225,853,8,14285,93,25443,417
Philippines,2023-03-20,41268,687,867,14,14651,366,25750,671
Philippines,2023-03-21,41483,215,872,5,14781,130,25830,666
Philippines,2023-03-22,41711,228,881,9,14910,129,25920,835
Philippines,2023-03-23,42560,849,882,1,15022,112,26656,286
Philippines,2023-03-24,43106,546,883,1,15453,431,26770,10
Philippines,2023-03-25,43355,249,889,6,15458,5,27008,298
Philippines,2023-03-26,43553,198,895,6,15463,5,27195,1340
Philippines,2023-03-27,44223,670,903,8,15654,191,27666,1233
Philippines,2023-03-28,44598,375,906,3,15925,271,27767,614
Philippines,2023-03-29,44964,366,912,6,16018,93,28034,1046
Philippines,2023-03-30,44974,10,912,0,16022,4,28040,1371
Philippines,2023-03-31,45470,496,931,19,16024,2,28515,371
Saudi Arabia,2023-01-01,327,327,12,12,179,179,136,3
Saudi Arabia,2023-01-02,570,243,23,11,194,15,353,15
Saudi Arabia,2023-01-03,1105,535,42,19,330,136,733,13
Saudi Arabia,2023-01-04,1399,294,48,6,332,2,1019,42
Saudi Arabia,2023-01-05,1450,51,48,0,370,38,1032,5
Saudi Arabia,2023-01-06,2021,571,69,21,432,62,1520,33
Saudi Arabia,2023-01-07,2109,88,69,0,476,44,1564,14
Saudi Arabia,2023-01-08,2351,242,73,4,581,105,1697,81
Saudi Arabia,2023-01-09,3070,719,98,25,745,164,2227,12
Saudi Arabia,2023-01-10,3620,550,100,2,1084,339,2436,31
Saudi Arabia,2023-01-11,4488,868,141,41,1091,7,3256,69
Saudi Arabia,2023-01-12,4821,333,155,14,1123,32,3543,32
Saudi Arabia,2023-01-13,5361,540,167,12,1216,93,3978,74
Saudi Arabia,2023-01-14,5416,55,168,1,1235,19,4013,151
Saudi Arabia,2023-01-15,5958,542,188,20,1504,269,4266,31
Saudi Arabia,2023-01-16,6144,186,188,0,1522,18,4434,129
Saudi Arabia,2023-01-17,6159,15,188,0,1522,0,4449,78
Saudi Arabia,2023-01-18,7000,841,194,6,1717,195,5089,70
Saudi Arabia,2023-01-19,7886,886,209,15,1896,179,5781,186
Saudi Arabia,2023-01-20,8859,973,236,27,2434,538,6189,233
Saudi Arabia,2023-01-21,9439,580,263,27,2847,413,6329,176
Saudi Arabia,2023-01-22,9787,348,278,15,2938,91,6571,160
Saudi Arabia,2023-01-23,10472,685,292,14,3283,345,6897,268
Saudi Arabia,2023-01-24,11156,684,305,13,3719,436,7132,178
Saudi Arabia,2023-01-25,11276,120,307,2,3788,69,7181,229
Saudi Arabia,2023-01-26,11904,628,337,30,4264,476,7303,182
Saudi Arabia,2023-01-27,12885,981,356,19,4641,377,7888,175
Saudi Arabia,2023-01-28,13484,599,369,13,4703,62,8412,266
Saudi Arabia,2023-01-29,14090,606,369,0,5172,469,8549,360
Saudi Arabia,2023-01-30,14144,54,369,0,5178,6,8597,409
Saudi Arabia,2023-01-31,14661,517,392,23,5401,223,8868,47
Saudi Arabia,2023-02-01,15155,494,393,1,5620,219,9142,400
Saudi Arabia,2023-02-02,15811,656,408,15,6038,418,9365,443
Saudi Arabia,2023-02-03,15880,69,408,0,6054,16,9418,230
Saudi Arabia,2023-02-04,16699,819,447,39,6658,604,9594,133
Saudi Arabia,2023-02-05,16699,0,447,0,6658,0,9594,211
Saudi Arabia,2023-02-06,17234,535,467,20,6768,110,9999,294
Saudi Arabia,2023-02-07,17914,680,484,17,6842,74,10588,274
Saudi Arabia,2023-02-08,18402,488,503,19,7222,380,10677,426
Saudi Arabia,2023-02-09,18888,486,517,14,7525,303,10846,337
Saudi Arabia,2023-02-10,19140,252,524,7,7694,169,10922,236
Saudi Arabia,2023-02-11,20039,899,549,25,7910,216,11580,215
Saudi Arabia,2023-02-12,20374,335,554,5,7970,60,11850,29
Saudi Arabia,2023-02-13,20908,534,578,24,8037,67,12293,550
Saudi Arabia,2023-02-14,21740,832,593,15,8529,492,12618,142
Saudi Arabia,2023-02-15,22321,581,610,17,8715,186,12996,361
Saudi Arabia,2023-02-16,22900,579,626,16,8926,211,13348,82
Saudi Arabia,2023-02-17,23263,363,643,17,9039,113,13581,385
Saudi Arabia,2023-02-18,23910,647,651,8,9309,270,13950,206
Saudi Arabia,2023-02-19,24314,404,669,18,9548,239,14097,163
Saudi Arabia,2023-02-20,25126,812,708,39,9741,193,14677,730
Saudi Arabia,2023-02-21,25375,249,716,8,9779,38,14880,41
Saudi Arabia,2023-02-22,26110,735,727,11,10275,496,15108,571
Saudi Arabia,2023-02-23,26913,803,738,11,10834,559,15341,433
Saudi Arabia,2023-02-24,27666,753,767,29,10955,121,15944,554
Saudi Arabia,2023-02-25,28204,538,778,11,11140,185,16286,105
Saudi Arabia,2023-02-26,28659,455,798,20,11364,224,16497,219
Saudi Arabia,2023-02-27,28922,263,805,7,11509,145,16608,74
Saudi Arabia,2023-02-28,29910,988,811,6,12077,568,17022,412
Saudi Arabia,2023-03-01,30165,255,811,0,12138,61,17216,836
Saudi Arabia,2023-03-02,30362,197,819,8,12192,54,17351,622
Saudi Arabia,2023-03-03,31078,716,820,1,12460,268,17798,409
Saudi Arabia,2023-03-04,31654,576,825,5,12536,76,18293,680
Saudi Arabia,2023-03-05,32567,913,853,28,13036,500,18678,284
Saudi Arabia,2023-03-06,32578,11,853,0,13041,5,18684,577
Saudi Arabia,2023-03-07,32682,104,853,0,13091,50,18738,762
Saudi Arabia,2023-03-08,33093,411,868,15,13271,180,18954,272
Saudi Arabia,2023-03-09,33439,346,881,13,13296,25,19262,919
Saudi Arabia,2023-03-10,33755,316,888,7,13443,147,19424,486
Saudi Arabia,2023-03-11,34332,577,899,11,13889,446,19544,168
Saudi Arabia,2023-03-12,34656,324,914,15,13910,21,19832,275
Saudi Arabia,2023-03-13,35324,668,924,10,13934,24,20466,153
Saudi Arabia,2023-03-14,35505,181,931,7,14033,99,20541,702
Saudi Arabia,2023-03-15,35951,446,945,14,14176,143,20830,871
Saudi Arabia,2023-03-16,36441,490,966,21,14291,115,21184,897
Saudi Arabia,2023-03-17,37131,690,989,23,14355,64,21787,270
Saudi Arabia,2023-03-18,37606,475,1009,20,14560,205,22037,564
Saudi Arabia,2023-03-19,37960,354,1021,12,14674,114,22265,353
Saudi Arabia,2023-03-20,38463,503,1035,14,15075,401,22353,1051
Saudi Arabia,2023-03-21,38870,407,1038,3,15314,239,22518,577
Saudi Arabia,2023-03-22,38941,71,1039,1,15369,55,22533,843
Saudi Arabia,2023-03-23,39126,185,1046,7,15379,10,22701,8
Saudi Arabia,2023-03-24,39908,782,1075,29,15986,607,22847,425
Saudi Arabia,2023-03-25,40884,976,1116,41,16745,759,23023,253
Saudi Arabia,2023-03-26,41697,813,1147,31,16846,101,23704,767
Saudi Arabia,2023-03-27,42662,965,1160,13,17123,277,24379,2
Saudi Arabia,2023-03-28,42901,239,1160,0,17191,68,24550,124
Saudi Arabia,2023-03-29,43837,936,1166,6,17384,193,25287,309
Saudi Arabia,2023-03-30,44211,374,1173,7,17436,52,25602,1258
Saudi Arabia,2023-03-31,45042,831,1185,12,17865,429,25992,1000
Pakistan,2023-01-01,588,588,16,16,323,323,249,6
Pakistan,2023-01-02,1355,767,40,24,456,133,859,20
Pakistan,2023-01-03,2120,765,50,10,560,104,1510,60
Pakistan,2023-01-04,2465,345,55,5,752,192,1658,33
Pakistan,2023-01-05,3235,770,64,9,958,206,2213,61
Pakistan,2023-01-06,4042,807,87,23,1394,436,2561,69
Pakistan,2023-01-07,4076,34,87,0,1396,2,2593,100
Pakistan,2023-01-08,4794,718,114,27,1588,192,3092,85
Pakistan,2023-01-09,5042,248,119,5,1605,17,3318,72
Pakistan,2023-01-10,5178,136,124,5,1618,13,3436,20
Pakistan,2023-01-11,5802,624,145,21,1961,343,3696,129
Pakistan,2023-01-12,6736,934,156,11,2625,664,3955,93
Pakistan,2023-01-13,7151,415,168,12,2845,220,4138,65
Pakistan,2023-01-14,7758,607,190,22,2983,138,4585,220
Pakistan,2023-01-15,7806,48,190,0,3020,37,4596,21
Pakistan,2023-01-16,8521,715,194,4,3506,486,4821,123
Pakistan,2023-01-17,8629,108,197,3,3561,55,4871,231
Pakistan,2023-01-18,9055,426,208,11,3889,328,4958,150
Pakistan,2023-01-19,9606,551,216,8,3923,34,5467,223
Pakistan,2023-01-20,10372,766,252,36,4484,561,5636,18
Pakistan,2023-01-21,10809,437,265,13,4794,310,5750,246
Pakistan,2023-01-22,11000,191,267,2,4920,126,5813,122
Pakistan,2023-01-23,11681,681,284,17,5065,145,6332,253
Pakistan,2023-01-24,12098,417,292,8,5292,227,6514,290
Pakistan,2023-01-25,12957,859,327,35,5407,115,7223,32
Pakistan,2023-01-26,13621,664,336,9,5932,525,7353,164
Pakistan,2023-01-27,13919,298,348,12,5956,24,7615,304
Pakistan,2023-01-28,14226,307,360,12,6196,240,7670,159
Pakistan,2023-01-29,14898,672,386,26,6332,136,8180,17
Pakistan,2023-01-30,15521,623,408,22,6745,413,8368,256
Pakistan,2023-01-31,16015,494,414,6,6952,207,8649,149
Pakistan,2023-02-01,16609,594,417,3,7069,117,9123,115
Pakistan,2023-02-02,17144,535,428,11,7123,54,9593,320
Pakistan,2023-02-03,17372,228,436,8,7164,41,9772,290
Pakistan,2023-02-04,17566,194,444,8,7296,132,9826,195
Pakistan,2023-02-05,17986,420,446,2,7615,319,9925,345
Pakistan,2023-02-06,18622,636,470,24,7648,33,10504,432
Pakistan,2023-02-07,18922,300,473,3,7704,56,10745,393
Pakistan,2023-02-08,19097,175,477,4,7779,75,10841,360
Pakistan,2023-02-09,19123,26,477,0,7788,9,10858,123
Pakistan,2023-02-10,19964,841,505,28,7877,89,11582,324
Pakistan,2023-02-11,20506,542,520,15,8294,417,11692,117
Pakistan,2023-02-12,21111,605,549,29,8762,468,11800,309
Pakistan,2023-02-13,21871,760,565,16,9184,422,12122,193
Pakistan,2023-02-14,22192,321,578,13,9342,158,12272,165
Pakistan,2023-02-15,22490,298,579,1,9532,190,12379,5
Pakistan,2023-02-16,23144,654,588,9,9562,30,12994,337
Pakistan,2023-02-17,23282,138,593,5,9617,55,13072,390
Pakistan,2023-02-18,23608,326,598,5,9852,235,13158,283
Pakistan,2023-02-19,24520,912,636,38,10016,164,13868,263
Pakistan,2023-02-20,24534,14,636,0,10021,5,13877,287
Pakistan,2023-02-21,25118,584,639,3,10348,327,14131,87
Pakistan,2023-02-22,25432,314,647,8,10415,67,14370,465
Pakistan,2023-02-23,26304,872,674,27,10707,292,14923,209
Pakistan,2023-02-24,26977,673,693,19,10994,287,15290,598
Pakistan,2023-02-25,27492,515,705,12,10994,0,15793,232
Pakistan,2023-02-26,28267,775,710,5,11137,143,16420,621
Pakistan,2023-02-27,29251,984,752,42,11724,587,16775,250
Pakistan,2023-02-28,29540,289,754,2,11756,32,17030,318
Pakistan,2023-03-01,30354,814,756,2,12068,312,17530,31
Pakistan,2023-03-02,30946,592,762,6,12078,10,18106,790
Pakistan,2023-03-03,31128,182,765,3,12145,67,18218,618
Pakistan,2023-03-04,31944,816,803,38,12715,570,18426,470
Pakistan,2023-03-05,32117,173,808,5,12836,121,18473,464
Pakistan,2023-03-06,32982,865,828,20,13346,510,18808,935
Pakistan,2023-03-07,33592,610,838,10,13791,445,18963,822
Pakistan,2023-03-08,34456,864,871,33,14288,497,19297,816
Pakistan,2023-03-09,35145,689,902,31,14629,341,19614,128
Pakistan,2023-03-10,35679,534,919,17,14922,293,19838,636
Pakistan,2023-03-11,36236,557,941,22,14969,47,20326,8
Pakistan,2023-03-12,36668,432,950,9,15216,247,20502,85
Pakistan,2023-03-13,36769,101,950,0,15233,17,20586,538
Pakistan,2023-03-14,37542,773,972,22,15545,312,21025,811
Pakistan,2023-03-15,38459,917,997,25,15659,114,21803,710
Pakistan,2023-03-16,39154,695,1010,13,15927,268,22217,596
Pakistan,2023-03-17,39216,62,1012,2,15927,0,22277,19
Pakistan,2023-03-18,39891,675,1034,22,16458,531,22399,761
Pakistan,2023-03-19,40526,635,1035,1,16488,30,23003,243
Pakistan,2023-03-20,41229,703,1060,25,17017,529,23152,271
Pakistan,2023-03-21,42022,793,1075,15,17300,283,23647,510
Pakistan,2023-03-22,42682,660,1090,15,17522,222,24070,484
Pakistan,2023-03-23,43250,568,1099,9,17888,366,24263,863
Pakistan,2023-03-24,43413,163,1100,1,17904,16,24409,1127
Pakistan,2023-03-25,44194,781,1133,33,18456,552,24605,353
Pakistan,2023-03-26,44817,623,1154,21,18563,107,25100,915
Pakistan,2023-03-27,45707,890,1166,12,18572,9,25969,41
Pakistan,2023-03-28,45979,272,1169,3,18641,69,26169,997
Pakistan,2023-03-29,46908,929,1204,35,19094,453,26610,474
Pakistan,2023-03-30,47001,93,1205,1,19126,32,26670,763
Pakistan,2023-03-31,47431,430,1217,12,19233,107,26981,813
Bangladesh,2023-01-01,772,772,5,5,345,345,422,3
Bangladesh,2023-01-02,1328,556,30,25,645,300,653,17
Bangladesh,2023-01-03,2009,681,48,18,729,84,1232,32
Bangladesh,2023-01-04,2021,12,48,0,730,1,1243,29
Bangladesh,2023-01-05,2350,329,53,5,924,194,1373,65
Bangladesh,2023-01-06,3046,696,72,19,1155,231,1819,20
Bangladesh,2023-01-07,3685,639,77,5,1657,502,1951,11
Bangladesh,2023-01-08,4343,658,100,23,1711,54,2532,25
Bangladesh,2023-01-09,4937,594,110,10,1882,171,2945,137
Bangladesh,2023-01-10,5693,756,137,27,2161,279,3395,1
Bangladesh,2023-01-11,6643,950,156,19,2539,378,3948,6
Bangladesh,2023-01-12,6671,28,156,0,2555,16,3960,49
Bangladesh,2023-01-13,7028,357,171,15,2658,103,4199,100
Bangladesh,2023-01-14,7199,171,178,7,2723,65,4298,152
Bangladesh,2023-01-15,7233,34,178,0,2727,4,4328,42
Bangladesh,2023-01-16,7436,203,179,1,2727,0,4530,195
Bangladesh,2023-01-17,7758,322,181,2,2936,209,4641,12
Bangladesh,2023-01-18,8117,359,190,9,3198,262,4729,86
Bangladesh,2023-01-19,8945,828,204,14,3518,320,5223,124
Bangladesh,2023-01-20,9861,916,240,36,3614,96,6007,228
Bangladesh,2023-01-21,10391,530,258,18,4033,419,6100,281
Bangladesh,2023-01-22,11253,862,289,31,4543,510,6421,187
Bangladesh,2023-01-23,11780,527,313,24,4821,278,6646,322
Bangladesh,2023-01-24,11803,23,313,0,4822,1,6668,105
Bangladesh,2023-01-25,12234,431,326,13,4841,19,7067,78
